Station,Date,Range,HH,HHDate,LL,LLDate,Tide Stage,Tide Stage Fitted
8656483,2021-10-04T04:00:00,3.438,4.314,2021-10-03 22:12:00.0,0.876,2021-10-03 16:00:00.0,4300,4300
8656483,2021-10-11T04:00:00,4.242,5.138,2021-10-10 15:36:00.0,0.896,2021-10-10 09:06:00.0,2300,4000
8656483,2021-11-15T05:00:00,3.209,4.37,2021-11-14 21:18:00.0,1.161,2021-11-15 03:42:00.0,2000,2000
8656483,2021-12-07T05:00:00,5.042999999999999,4.951,2021-12-06 14:24:00.0,-0.092,2021-12-06 07:30:00.0,4200,4100
8656483,2022-01-03T05:00:00,4.922,5.322,2022-01-02 12:24:00.0,0.4,2022-01-02 18:30:00.0,4200,4300
8656483,2022-02-14T05:00:00,3.104,3.353,2022-02-13 11:12:00.0,0.249,2022-02-14 03:18:00.0,2000,2000
8656483,2022-03-14T04:00:00,2.428,2.641,2022-03-13 08:30:00.0,0.213,2022-03-14 02:42:00.0,2000,2000
8656483,2022-04-05T04:00:00,2.907,3.566,2022-04-04 14:54:00.0,0.659,2022-04-04 20:12:00.0,4000,4000
8656483,2022-04-12T04:00:00,2.444,3.304,2022-04-11 08:12:00.0,0.86,2022-04-11 14:54:00.0,2000,2000
8656483,2022-04-19T04:00:00,4.193,4.79,2022-04-19 02:12:00.0,0.597,2022-04-18 07:30:00.0,4100,4100
8656483,2022-04-26T04:00:00,3.412,3.658,2022-04-25 08:24:00.0,0.246,2022-04-25 14:24:00.0,2000,2000
8656483,2022-05-03T04:00:00,3.6189999999999998,3.635,2022-05-03 02:06:00.0,0.016,2022-05-02 19:00:00.0,4100,4100
8656483,2022-05-11T04:00:00,2.809,4.82,2022-05-10 07:30:00.0,2.011,2022-05-10 14:48:00.0,2100,2100
8656483,2022-05-17T04:00:00,4.849,5.377,2022-05-17 01:12:00.0,0.528,2022-05-16 18:24:00.0,4100,4100
8656483,2022-05-24T04:00:00,3.419,3.95,2022-05-23 06:48:00.0,0.531,2022-05-23 12:30:00.0,2100,2100
8656483,2022-05-31T04:00:00,3.7590000000000003,4.094,2022-05-31 01:00:00.0,0.335,2022-05-30 18:12:00.0,4100,4100
8656483,2022-06-06T04:00:00,2.6640000000000006,4.344,2022-06-05 04:00:00.0,1.68,2022-06-05 10:54:00.0,2300,2300
8656483,2022-06-13T04:00:00,4.485,4.823,2022-06-12 23:06:00.0,0.338,2022-06-12 16:42:00.0,4200,4300
8656483,2022-06-20T04:00:00,3.803,4.38,2022-06-19 04:12:00.0,0.577,2022-06-19 11:06:00.0,2300,2300
8656483,2022-06-27T04:00:00,3.5729999999999995,4.127,2022-06-26 23:06:00.0,0.554,2022-06-26 16:30:00.0,4200,4200
8656483,2022-07-06T04:00:00,2.982,3.97,2022-07-05 04:30:00.0,0.988,2022-07-05 10:42:00.0,2300,2300
8656483,2022-07-11T04:00:00,4.242,4.524,2022-07-10 21:42:00.0,0.282,2022-07-10 15:12:00.0,4300,4300
8656483,2022-07-18T04:00:00,3.963,4.452,2022-07-17 04:00:00.0,0.489,2022-07-17 09:36:00.0,4000,4000
8656483,2022-07-25T04:00:00,3.1630000000000003,3.681,2022-07-24 21:42:00.0,0.518,2022-07-24 15:18:00.0,4300,4300
8656483,2022-08-01T04:00:00,3.3890000000000002,4.219,2022-08-01 02:48:00.0,0.83,2022-07-31 20:06:00.0,4000,4000
8656483,2022-08-08T04:00:00,3.8259999999999996,3.796,2022-08-07 20:24:00.0,-0.03,2022-08-07 13:48:00.0,2000,2000
8656483,2022-08-15T04:00:00,3.8379999999999996,4.547,2022-08-14 14:12:00.0,0.709,2022-08-14 20:42:00.0,4000,4000
8656483,2022-08-22T04:00:00,2.857,3.438,2022-08-21 20:42:00.0,0.581,2022-08-21 13:42:00.0,2000,2000
8656483,2022-08-29T04:00:00,3.432,3.993,2022-08-29 01:24:00.0,0.561,2022-08-28 19:12:00.0,4100,4100
8656483,2022-09-06T04:00:00,3.6149999999999998,4.491,2022-09-05 20:30:00.0,0.876,2022-09-05 13:30:00.0,2000,2000
8656483,2022-09-12T04:00:00,4.131,4.564,2022-09-11 13:06:00.0,0.433,2022-09-11 19:54:00.0,4100,4100
8656483,2022-09-19T04:00:00,2.5660000000000003,3.563,2022-09-18 18:24:00.0,0.997,2022-09-18 12:36:00.0,2100,2100
8656483,2022-09-26T04:00:00,3.652,4.705,2022-09-26 00:06:00.0,1.053,2022-09-25 18:06:00.0,4200,4200
8656483,2022-10-03T04:00:00,3.5859999999999994,5.036,2022-10-02 17:30:00.0,1.45,2022-10-02 11:12:00.0,2200,2200
